Contract,tenure,MonthlyCharges,Churn
Two year,69,43.95,No
Month-to-month,11,74.35,Yes
Month-to-month,64,111.15,No
One year,39,104.7,Yes
Month-to-month,15,55.7,Yes
Month-to-month,25,20.6,No
Two year,6,19.65,No
One year,66,115.8,No
Two year,61,88.65,No
Month-to-month,43,94.5,No
Month-to-month,12,20.1,No
Month-to-month,23,34.65,No
Month-to-month,71,52.3,No
Month-to-month,34,65.0,No
Month-to-month,5,19.85,Yes
One year,41,35.45,No
Two year,72,19.7,No
Month-to-month,14,95.6,No
Two year,41,19.85,No
One year,23,81.85,No
Two year,71,109.3,No
Month-to-month,1,70.3,Yes
Two year,72,25.4,No
Month-to-month,6,69.8,No
One year,23,20.0,No
Month-to-month,10,85.55,Yes
Two year,72,109.9,No
Month-to-month,7,50.3,No
Month-to-month,6,94.5,Yes
Month-to-month,9,101.5,No
Month-to-month,12,89.15,No
Month-to-month,1,19.4,No
One year,48,29.9,No
Month-to-month,20,78.8,No
Month-to-month,16,85.35,Yes
Month-to-month,2,79.65,Yes
One year,10,19.3,No
Month-to-month,2,79.6,Yes
Month-to-month,20,96.8,No
One year,20,20.65,No
One year,19,19.8,No
Month-to-month,19,90.6,Yes
Month-to-month,22,104.6,No
Month-to-month,35,80.05,No
Month-to-month,1,45.15,No
Month-to-month,39,73.15,No
One year,54,99.1,No
Month-to-month,1,20.2,Yes
Two year,66,106.05,Yes
Month-to-month,56,105.35,No
Month-to-month,18,45.65,No
Month-to-month,16,79.95,No
One year,68,54.45,No
Two year,53,25.1,No
Two year,72,84.7,No
Month-to-month,9,75.85,No
Month-to-month,30,48.8,No
Month-to-month,36,99.15,Yes
Month-to-month,18,35.2,No
One year,55,76.25,No
Month-to-month,39,55.9,Yes
Month-to-month,21,82.35,Yes
Month-to-month,2,40.4,Yes
One year,33,24.9,No
Two year,44,54.3,No
Month-to-month,30,66.3,No
Two year,71,20.9,No
Month-to-month,4,75.35,Yes
One year,35,85.15,Yes
Month-to-month,1,75.35,No
Month-to-month,23,104.45,No
One year,22,49.45,No
One year,49,19.45,No
Month-to-month,42,92.15,No
One year,33,93.8,Yes
Two year,7,19.85,No
One year,67,100.25,No
Month-to-month,15,95.7,No
Two year,67,93.15,No
Two year,53,69.7,No
One year,21,19.8,No
Month-to-month,40,71.35,No
One year,22,20.75,No
Month-to-month,39,40.6,No
One year,45,20.4,Yes
Month-to-month,2,20.35,No
Two year,57,19.75,No
Month-to-month,8,54.4,No
Month-to-month,7,94.7,Yes
Month-to-month,6,30.5,Yes
Month-to-month,7,20.45,No
Two year,49,66.15,No
One year,65,89.85,No
One year,55,45.05,No
Two year,71,86.85,No
Month-to-month,35,96.75,No
Month-to-month,3,77.0,Yes
Month-to-month,11,20.1,Yes
Month-to-month,1,75.3,Yes
Month-to-month,17,106.65,No
Two year,72,110.15,No
One year,28,82.85,No
Two year,18,20.1,No
One year,40,99.2,Yes
Month-to-month,52,59.45,No
Month-to-month,47,58.6,No
Month-to-month,23,49.7,No
Two year,66,65.85,No
Month-to-month,8,73.5,No
Month-to-month,47,85.5,Yes
Month-to-month,7,20.05,Yes
Two year,71,113.65,No
Month-to-month,50,83.4,No
Two year,46,65.65,No
Month-to-month,1,70.4,Yes
Two year,66,61.35,No
Month-to-month,42,85.9,No
Month-to-month,5,75.65,No
One year,7,49.75,Yes
One year,29,70.9,No
Month-to-month,27,49.85,No
Month-to-month,15,75.3,Yes
Two year,25,20.1,No
Month-to-month,11,94.0,Yes
Month-to-month,57,103.05,No
One year,67,118.35,Yes
Month-to-month,47,99.7,No
Month-to-month,13,81.9,No
Month-to-month,8,30.45,Yes
Month-to-month,44,96.1,Yes
One year,71,66.2,No
Month-to-month,24,104.25,Yes
Month-to-month,15,80.2,Yes
Month-to-month,1,19.75,No
Month-to-month,2,72.6,No
Month-to-month,55,116.5,No
Two year,71,106.8,No
Two year,50,24.95,No
Month-to-month,1,89.25,No
Month-to-month,5,19.25,No
One year,66,104.55,No
One year,49,87.2,No
Month-to-month,3,30.75,No
One year,66,25.7,No
Month-to-month,11,86.2,No
Month-to-month,28,30.1,No
Two year,65,99.35,No
Two year,62,19.2,No
Month-to-month,2,20.1,No
Month-to-month,2,20.35,No
Two year,55,25.65,No
Month-to-month,41,94.55,No
Month-to-month,17,104.2,Yes
One year,30,94.4,No
One year,17,56.1,No
Two year,16,68.25,No
Two year,72,24.75,No
Month-to-month,9,76.25,No
Month-to-month,1,74.35,No
Month-to-month,23,54.15,No
Month-to-month,8,19.45,No
Month-to-month,19,34.95,No
Month-to-month,7,53.65,No
Month-to-month,1,69.65,Yes
One year,61,104.0,No
Two year,57,70.35,No
Month-to-month,9,80.8,Yes
One year,15,64.85,No
Month-to-month,1,19.65,No
Month-to-month,12,45.9,No
Two year,54,20.0,No
Month-to-month,4,44.8,No
Month-to-month,7,80.3,Yes
One year,20,20.35,No
Month-to-month,26,45.8,No
Month-to-month,36,84.1,Yes
One year,53,108.95,No
Month-to-month,3,69.35,Yes
Two year,68,64.35,No
Two year,72,90.8,No
One year,12,24.95,No
Month-to-month,34,79.6,Yes
Two year,68,84.7,No
One year,50,70.8,No
Month-to-month,1,36.45,Yes
Month-to-month,41,104.4,No
Month-to-month,30,101.5,No
Month-to-month,1,54.3,No
Month-to-month,29,103.95,No
Two year,23,91.1,No
Two year,60,19.95,No
Two year,72,26.45,No
Month-to-month,22,89.4,Yes
Two year,72,75.1,No
One year,66,108.1,No
Two year,72,110.15,No
Month-to-month,47,80.35,Yes
One year,51,111.5,No
One year,70,106.5,No
One year,9,19.9,No
Two year,59,111.1,No
Month-to-month,3,70.7,No
Month-to-month,38,24.85,No
Month-to-month,37,91.2,No
Two year,37,65.6,No
Month-to-month,24,40.65,Yes
Month-to-month,14,59.45,No
Two year,72,109.95,No
One year,53,60.45,Yes
Month-to-month,8,84.9,Yes
Two year,72,38.5,No
Month-to-month,17,92.55,No
Month-to-month,2,73.55,Yes
Month-to-month,8,20.15,Yes
One year,48,34.7,Yes
Month-to-month,10,24.5,No
Month-to-month,1,20.6,No
One year,29,58.0,No
One year,65,107.45,No
Month-to-month,8,65.5,No
Two year,61,25.45,No
One year,45,100.15,No
One year,72,104.45,No
Month-to-month,12,21.15,No
Month-to-month,7,96.2,No
Month-to-month,9,44.4,No
One year,43,107.55,Yes
Two year,58,94.35,No
Month-to-month,16,98.75,Yes
Month-to-month,2,20.3,No
Month-to-month,8,101.15,Yes
One year,40,105.75,No
Month-to-month,9,81.15,No
One year,41,89.55,No
Month-to-month,26,54.75,No
One year,33,53.75,No
One year,68,105.75,No
Two year,65,105.85,No
One year,55,64.2,No
Month-to-month,20,88.7,Yes
One year,19,87.7,No
Month-to-month,45,89.3,No
Two year,70,20.15,No
Month-to-month,2,79.75,Yes
Month-to-month,27,94.55,Yes
Two year,12,20.05,No
Two year,72,67.2,No
Month-to-month,12,94.55,No
Month-to-month,5,69.05,Yes
Month-to-month,71,107.5,No
One year,35,73.0,No
Two year,70,114.75,No
Month-to-month,31,76.05,No
Two year,52,96.25,Yes
Month-to-month,37,101.1,Yes
One year,69,104.7,Yes
Month-to-month,30,77.9,No
Month-to-month,33,90.65,No
Two year,54,110.45,No
One year,59,68.7,No
Month-to-month,55,44.85,No
One year,69,29.8,No
One year,66,88.9,No
One year,37,58.75,No
One year,9,19.85,No
Two year,69,86.9,No
Month-to-month,10,59.65,No
Month-to-month,40,55.25,Yes
Month-to-month,13,66.4,No
Month-to-month,6,90.1,Yes
Two year,69,20.15,No
One year,66,108.1,No
Month-to-month,11,53.75,Yes
One year,46,56.9,No
Month-to-month,6,89.3,Yes
Month-to-month,56,109.6,No
Two year,70,25.15,No
One year,33,79.15,No
Two year,72,66.75,No
Month-to-month,3,95.2,Yes
Month-to-month,19,48.8,No
Month-to-month,5,45.7,Yes
Two year,71,80.7,No
Month-to-month,8,74.5,Yes
Month-to-month,1,20.55,No
Month-to-month,1,79.65,Yes
One year,61,115.1,No
Two year,71,59.7,No
One year,68,86.45,No
One year,46,33.7,No
One year,33,80.1,No
Two year,53,104.05,No
Month-to-month,50,108.75,No
One year,57,41.1,No
Two year,54,20.35,No
Month-to-month,60,105.9,No
Month-to-month,28,101.3,Yes
Month-to-month,1,80.05,Yes
Month-to-month,29,89.2,Yes
Month-to-month,10,65.5,No
Month-to-month,43,40.45,No
Month-to-month,13,70.45,No
Two year,43,78.8,No
Month-to-month,19,83.65,Yes
Month-to-month,1,90.1,No
Two year,69,82.45,No
Two year,61,20.25,No
Month-to-month,43,66.25,No
Month-to-month,6,19.5,Yes
Month-to-month,1,51.25,Yes
Month-to-month,56,89.7,No
Two year,70,64.55,No
Month-to-month,1,45.6,Yes
One year,49,93.65,No
Month-to-month,6,49.65,Yes
Two year,32,73.6,No
Two year,72,109.75,No
Two year,37,61.45,No
One year,69,106.4,No
Month-to-month,26,81.9,No
One year,58,105.2,No
One year,24,54.6,No
One year,5,20.55,No
Month-to-month,15,20.0,Yes
Two year,30,19.7,No
One year,55,66.05,No
Month-to-month,25,34.0,Yes
Month-to-month,10,92.5,Yes
Two year,44,54.05,No
One year,47,58.9,No
Month-to-month,13,88.35,Yes
Two year,49,107.95,Yes
One year,64,96.9,No
Month-to-month,1,19.1,No
Month-to-month,20,50.0,No
Two year,37,45.4,No
Month-to-month,30,85.45,No
One year,38,84.1,No
Month-to-month,1,74.45,Yes
Month-to-month,37,64.75,Yes
Two year,52,66.25,No
Two year,71,76.9,No
Month-to-month,26,89.8,Yes
Two year,66,74.6,No
Two year,72,116.95,No
One year,25,40.65,No
Two year,69,114.35,No
Two year,53,69.7,No
One year,12,95.5,Yes
Month-to-month,26,98.65,No
Month-to-month,21,61.65,No
Month-to-month,1,89.35,No
Month-to-month,48,95.4,No
One year,26,35.4,No
Two year,60,19.95,No
Month-to-month,18,19.25,No
Month-to-month,10,29.65,Yes
Month-to-month,5,84.5,Yes
One year,4,20.4,No
Two year,65,24.75,No
Two year,70,25.35,No
Month-to-month,18,90.7,Yes
Two year,62,20.0,No
Two year,66,59.75,No
Two year,65,82.5,No
Month-to-month,3,70.3,Yes
Month-to-month,34,20.35,No
Month-to-month,16,90.8,No
One year,54,103.95,Yes
Month-to-month,50,104.95,No
Two year,71,105.25,No
Month-to-month,10,74.75,Yes
Month-to-month,1,50.8,Yes
One year,18,23.75,No
Month-to-month,4,61.3,No
Two year,58,75.8,No
One year,56,98.0,No
Month-to-month,2,80.25,Yes
Month-to-month,32,78.9,Yes
One year,56,52.0,No
Month-to-month,36,84.75,Yes
Month-to-month,4,64.4,No
Month-to-month,53,85.45,Yes
Month-to-month,10,45.8,No
Month-to-month,4,30.5,No
Month-to-month,1,19.9,Yes
Month-to-month,51,69.15,No
Month-to-month,12,99.45,Yes
One year,6,49.25,No
Two year,63,39.35,No
Month-to-month,1,70.6,Yes
Month-to-month,48,105.1,No
Month-to-month,5,81.0,Yes
One year,35,20.1,No
Month-to-month,6,84.85,Yes
Month-to-month,2,19.75,No
One year,50,19.75,No
Month-to-month,33,70.4,No
Two year,31,20.45,No
Two year,9,20.35,No
Month-to-month,54,86.2,No
One year,46,95.65,No
One year,34,103.8,No
Two year,71,97.2,No
Two year,63,63.55,No
Two year,51,24.95,No
Month-to-month,26,89.15,Yes
Two year,64,99.0,No
Month-to-month,1,24.8,Yes
One year,61,85.55,No
Month-to-month,15,94.0,No
One year,64,105.65,Yes
Month-to-month,18,50.3,No
One year,57,95.0,No
Two year,14,61.4,No
Month-to-month,18,80.55,No
Two year,72,78.5,No
Two year,70,114.3,No
Two year,38,20.05,No
Two year,68,62.65,No
Month-to-month,13,80.85,Yes
Two year,65,92.7,No
Month-to-month,30,100.45,No
Two year,51,75.2,No
Month-to-month,31,84.75,No
Month-to-month,9,89.45,Yes
Two year,72,79.5,No
Month-to-month,10,72.15,Yes
One year,37,19.8,No
Month-to-month,2,76.4,Yes
One year,55,100.9,No
Month-to-month,33,95.3,No
One year,46,90.95,No
Month-to-month,1,54.5,No
Month-to-month,20,61.6,Yes
Month-to-month,9,79.9,Yes
Month-to-month,32,96.15,Yes
Month-to-month,19,49.6,No
Two year,70,65.3,Yes
Two year,61,25.0,No
Month-to-month,26,45.45,No
Month-to-month,45,107.75,No
Two year,62,89.1,No
Month-to-month,1,19.65,Yes
Month-to-month,3,44.75,No
One year,41,101.6,No
Two year,67,103.15,No
Month-to-month,1,84.65,Yes
One year,71,95.65,No
One year,37,75.1,No
Two year,60,61.35,No
Month-to-month,1,69.55,Yes
Month-to-month,6,19.7,No
Month-to-month,13,31.05,Yes
Month-to-month,11,51.0,No
Month-to-month,7,51.0,Yes
Month-to-month,10,88.85,No
Two year,34,20.05,No
Two year,62,65.1,No
One year,64,70.15,No
Month-to-month,1,44.35,Yes
Two year,25,20.75,No
One year,26,56.05,No
One year,10,19.95,No
One year,53,98.6,No
Month-to-month,7,79.7,Yes
Month-to-month,33,79.0,No
Two year,71,89.45,No
Month-to-month,29,74.2,No
Month-to-month,24,81.0,No
Month-to-month,20,49.6,No
Month-to-month,1,84.6,No
Month-to-month,54,55.0,Yes
Month-to-month,5,84.85,Yes
Two year,72,84.2,No
Two year,52,106.3,No
Month-to-month,9,69.05,No
Month-to-month,1,45.4,No
Month-to-month,1,73.65,Yes
One year,33,73.9,Yes
Month-to-month,55,77.75,Yes
Two year,69,99.35,No
Month-to-month,1,50.75,No
Two year,54,87.1,No
One year,33,20.15,No
One year,45,98.7,No
Month-to-month,11,25.2,No
Month-to-month,6,55.7,No
Month-to-month,21,65.35,No
Two year,65,25.3,No
Month-to-month,6,84.35,Yes
Month-to-month,8,84.95,Yes
Month-to-month,11,73.85,Yes
Two year,43,24.25,No
One year,49,51.8,Yes
Month-to-month,1,46.0,Yes
Month-to-month,15,79.4,Yes
Two year,60,60.5,No
Month-to-month,17,25.1,No
Month-to-month,16,71.8,Yes
One year,35,20.05,No
One year,44,88.4,Yes
One year,12,30.25,No
Month-to-month,1,20.2,No
One year,28,59.9,No
Two year,70,25.15,No
Month-to-month,5,46.0,Yes
Month-to-month,18,101.3,No
Two year,70,76.95,No
Month-to-month,9,55.3,No
Two year,67,92.45,No
Month-to-month,1,48.45,No
Two year,18,19.35,No
Month-to-month,4,51.75,Yes
One year,71,86.7,No
Month-to-month,30,94.4,Yes
Month-to-month,1,55.7,No
One year,55,84.25,No
Month-to-month,59,64.65,No
Month-to-month,1,70.15,Yes
Month-to-month,7,69.2,No
Two year,45,54.65,No
One year,54,24.75,No
One year,51,23.95,No
One year,72,105.0,No
One year,44,59.85,No
Month-to-month,2,20.05,No
One year,66,92.15,No
One year,68,44.8,No
Two year,31,20.9,No
Month-to-month,21,95.4,No
Month-to-month,21,80.35,No
Two year,55,85.1,No
Month-to-month,9,34.7,Yes
Two year,71,115.05,No
Month-to-month,1,81.1,Yes
One year,22,19.95,No
Month-to-month,1,20.55,Yes
Two year,61,106.6,Yes
Two year,67,86.15,No
Month-to-month,14,78.85,No
Month-to-month,59,106.75,Yes
Month-to-month,21,86.55,No
Month-to-month,4,42.4,No
Month-to-month,3,89.45,Yes
Two year,70,24.25,No
Month-to-month,3,97.9,Yes
One year,21,20.5,No
Month-to-month,20,19.6,No
One year,22,20.25,No
Month-to-month,1,55.7,Yes
Two year,63,20.6,No
Two year,70,19.8,No
Month-to-month,13,79.8,Yes
Month-to-month,5,80.2,No
Two year,72,116.4,No
Month-to-month,13,31.65,No
Month-to-month,61,94.15,No
Month-to-month,1,20.65,No
Month-to-month,56,76.85,No
Month-to-month,4,20.15,No
Two year,35,55.25,No
Month-to-month,18,39.05,Yes
Two year,72,82.15,No
One year,49,103.0,No
Month-to-month,44,95.1,No
Month-to-month,3,83.9,Yes
Month-to-month,37,95.15,No
One year,61,79.8,No
Two year,70,74.8,No
Month-to-month,1,69.85,Yes
Month-to-month,41,20.45,No
One year,70,78.35,No
Month-to-month,1,53.55,Yes
One year,51,19.1,No
Two year,42,20.0,No
Two year,70,93.9,Yes
One year,48,19.95,No
Two year,68,113.15,Yes
Two year,48,24.0,No
Month-to-month,26,84.95,Yes
Month-to-month,11,80.5,Yes
Month-to-month,1,19.3,Yes
One year,27,19.15,No
One year,46,91.3,No
Month-to-month,1,49.65,Yes
Two year,46,54.35,Yes
Month-to-month,25,19.15,No
Month-to-month,4,88.45,Yes
Two year,13,19.75,No
One year,31,75.5,No
Month-to-month,23,83.75,No
Month-to-month,2,19.4,No
Two year,65,26.5,No
Month-to-month,22,90.5,Yes
One year,55,19.15,No
Month-to-month,9,94.85,Yes
Month-to-month,7,69.95,Yes
One year,35,40.9,No
Two year,6,80.25,No
Month-to-month,1,48.6,Yes
Month-to-month,17,70.8,No
Month-to-month,10,60.2,No
One year,15,55.2,No
Month-to-month,40,55.8,Yes
One year,13,54.15,No
Month-to-month,29,80.15,Yes
Month-to-month,3,75.5,Yes
Month-to-month,58,100.4,No
One year,45,62.55,No
Two year,72,70.45,No
One year,68,85.5,No
Month-to-month,1,20.2,Yes
Month-to-month,38,54.5,No
Month-to-month,2,20.75,No
Month-to-month,11,20.35,No
One year,20,91.0,No
Two year,72,104.8,No
Month-to-month,3,74.75,Yes
Month-to-month,23,104.05,Yes
Month-to-month,40,51.1,No
Month-to-month,62,89.8,No
Month-to-month,22,20.55,No
Month-to-month,11,64.05,No
Month-to-month,7,74.85,No
Month-to-month,13,96.65,Yes
Month-to-month,1,20.05,Yes
Month-to-month,39,103.45,Yes
Month-to-month,3,25.0,No
Two year,58,20.3,No
Month-to-month,6,26.35,No
Month-to-month,1,19.9,Yes
Month-to-month,22,54.7,No
Month-to-month,14,46.35,Yes
One year,64,90.25,No
Month-to-month,1,19.95,Yes
Month-to-month,6,20.65,No
Month-to-month,1,79.6,Yes
One year,39,25.45,No
One year,20,19.5,No
Month-to-month,1,75.9,Yes
Month-to-month,1,76.2,Yes
One year,64,66.15,No
Month-to-month,1,19.25,Yes
Month-to-month,46,69.1,No
One year,28,39.1,No
Month-to-month,33,20.05,No
One year,39,59.8,No
Month-to-month,42,84.3,Yes
Month-to-month,1,48.6,No
Month-to-month,7,79.0,Yes
Two year,70,105.35,No
Two year,65,25.1,No
Month-to-month,1,49.75,No
Month-to-month,18,94.75,No
Month-to-month,24,93.0,No
Two year,63,71.9,No
One year,44,77.55,No
Month-to-month,4,19.85,No
Month-to-month,1,70.25,Yes
Month-to-month,37,95.25,No
Month-to-month,10,84.6,Yes
Month-to-month,34,25.05,No
One year,35,53.15,No
Month-to-month,4,20.15,No
Month-to-month,39,101.25,No
One year,43,100.55,No
Month-to-month,17,24.1,Yes
Two year,61,25.3,No
One year,49,71.8,No
One year,4,19.7,No
Two year,64,49.85,No
Month-to-month,3,69.6,No
Month-to-month,1,19.75,No
One year,40,80.8,No
Month-to-month,1,60.0,Yes
Month-to-month,8,86.55,Yes
Month-to-month,1,20.85,Yes
One year,34,64.2,No
Month-to-month,1,35.0,No
Month-to-month,39,50.75,Yes
One year,58,105.5,Yes
Two year,45,19.2,No
Month-to-month,6,85.15,Yes
One year,43,90.65,No
Two year,41,20.0,No
Month-to-month,5,74.65,No
Two year,72,61.2,No
One year,4,19.95,No
Month-to-month,9,54.8,No
Two year,72,73.45,No
One year,33,51.45,No
Two year,72,80.45,No
Month-to-month,22,54.2,Yes
One year,70,109.5,Yes
Month-to-month,21,104.4,Yes
Month-to-month,15,85.3,No
Month-to-month,29,79.3,No
Month-to-month,15,76.5,No
Month-to-month,71,105.1,Yes
Two year,72,25.4,No
Month-to-month,19,86.85,No
Month-to-month,1,19.65,No
Month-to-month,1,75.7,Yes
Month-to-month,2,45.55,No
Month-to-month,11,78.1,No
One year,12,19.3,No
Two year,70,110.5,No
Month-to-month,20,90.8,Yes
Month-to-month,23,20.3,No
Two year,49,81.35,No
Month-to-month,4,97.95,Yes
Month-to-month,32,108.15,Yes
Month-to-month,2,55.3,No
Two year,69,56.55,No
Month-to-month,6,80.5,Yes
Two year,24,19.7,No
One year,32,104.05,No
Two year,27,52.85,No
Month-to-month,27,104.3,Yes
Month-to-month,58,80.65,No
Month-to-month,1,71.35,Yes
Two year,18,24.65,No
Two year,47,21.3,No
Two year,70,110.2,No
Month-to-month,13,89.4,Yes
Month-to-month,36,51.05,No
Two year,67,19.8,No
Month-to-month,10,19.9,No
Month-to-month,19,87.3,No
Two year,71,19.85,No
Two year,72,89.4,No
Two year,48,20.0,No
Month-to-month,1,20.05,No
Month-to-month,18,83.25,No
Month-to-month,1,20.6,Yes
Two year,67,102.9,No
Two year,69,39.1,No
Month-to-month,19,99.95,Yes
Two year,72,114.5,No
Two year,38,20.2,No
One year,40,55.8,No
Two year,61,24.2,No
Month-to-month,10,81.0,Yes
One year,32,72.8,No
Month-to-month,21,99.85,No
One year,59,99.5,No
Month-to-month,13,70.15,Yes
Two year,47,20.25,No
Two year,69,26.0,No
Month-to-month,2,19.9,No
Month-to-month,22,19.05,No
Month-to-month,15,96.5,No
Two year,53,19.85,No
Month-to-month,28,25.7,No
One year,22,20.3,No
Month-to-month,1,70.15,Yes
Month-to-month,16,91.55,No
Two year,48,39.4,No
Month-to-month,30,105.7,No
Month-to-month,3,70.25,No
Two year,57,93.75,No
One year,68,96.55,Yes
One year,23,60.0,No
Two year,65,59.8,No
One year,44,90.65,No
Two year,71,109.0,No
One year,37,68.1,No
Month-to-month,12,20.4,No
Two year,69,81.95,No
Month-to-month,35,60.55,No
Month-to-month,5,65.6,No
Two year,58,82.5,No
Two year,72,82.3,No
Two year,72,68.15,No
Month-to-month,1,20.3,No
One year,39,95.55,Yes
One year,53,20.2,No
Month-to-month,27,89.2,No
Month-to-month,1,69.65,Yes
Month-to-month,1,89.3,Yes
Month-to-month,18,74.8,No
Two year,46,20.2,No
Two year,72,84.4,No
Month-to-month,36,87.55,Yes
Month-to-month,4,25.15,No
Two year,25,19.8,No
Month-to-month,40,50.85,No
Month-to-month,63,102.4,No
Month-to-month,15,96.3,Yes
Month-to-month,14,55.5,No
Two year,72,109.75,No
Month-to-month,39,106.4,No
Two year,47,60.0,No
Month-to-month,19,88.8,No
Month-to-month,5,85.2,Yes
Month-to-month,13,35.1,Yes
Month-to-month,17,80.05,No
Month-to-month,34,75.55,No
Month-to-month,42,49.55,No
Month-to-month,5,81.3,Yes
Two year,71,23.9,No
Month-to-month,19,66.4,No
Month-to-month,2,19.6,Yes
Two year,57,18.8,No
Two year,72,108.4,No
Month-to-month,6,85.95,No
Month-to-month,17,85.45,Yes
Two year,61,80.9,No
Month-to-month,1,71.0,Yes
Two year,48,111.8,No
Month-to-month,16,20.6,No
Month-to-month,9,85.05,Yes
Month-to-month,3,44.6,No
Month-to-month,1,44.4,Yes
Two year,65,105.1,No
Two year,70,115.15,No
One year,60,59.8,No
One year,69,26.3,No
Month-to-month,35,70.55,No
Month-to-month,22,20.05,No
Two year,66,79.85,No
Month-to-month,1,70.3,Yes
Month-to-month,1,79.35,Yes
Month-to-month,34,90.05,No
Two year,72,24.45,No
One year,31,59.95,No
One year,30,25.35,No
Month-to-month,9,90.8,Yes
Month-to-month,20,70.45,Yes
Month-to-month,19,34.3,No
Month-to-month,65,105.05,No
Two year,30,19.3,No
One year,6,19.15,No
Month-to-month,2,51.4,No
Month-to-month,53,71.85,No
Month-to-month,7,75.4,No
One year,61,49.7,No
One year,70,45.25,Yes
Month-to-month,13,78.75,No
One year,35,81.6,No
Month-to-month,2,70.4,No
Month-to-month,3,75.8,Yes
Month-to-month,3,76.1,No
One year,62,94.0,No
Two year,72,103.95,No
Two year,63,19.95,No
Month-to-month,20,71.3,Yes
One year,35,110.8,No
Month-to-month,21,69.1,Yes
One year,62,96.1,No
Month-to-month,15,48.8,No
Month-to-month,55,50.55,No
Month-to-month,11,44.65,No
Month-to-month,17,88.25,Yes
One year,61,19.45,No
Two year,71,89.3,No
Month-to-month,2,70.0,Yes
Two year,35,19.25,No
Month-to-month,17,70.5,No
Month-to-month,21,97.35,Yes
Two year,47,19.65,No
Month-to-month,3,20.85,No
Month-to-month,3,19.65,No
Two year,44,19.35,No
Month-to-month,1,44.0,No
One year,44,94.4,No
Month-to-month,5,25.9,Yes
Month-to-month,24,55.65,Yes
Month-to-month,1,69.65,Yes
Month-to-month,18,75.4,No
Month-to-month,10,100.6,Yes
Two year,65,71.0,No
Month-to-month,1,86.0,Yes
One year,53,106.95,Yes
One year,3,21.2,No
Two year,33,61.05,No
Month-to-month,3,29.6,Yes
One year,34,79.95,No
Two year,14,19.7,No
Month-to-month,13,20.3,No
One year,46,59.9,Yes
One year,23,24.35,No
Two year,47,19.75,No
Month-to-month,17,50.3,No
Month-to-month,49,95.6,Yes
Month-to-month,59,50.25,No
Two year,69,85.35,No
One year,11,41.6,Yes
Month-to-month,10,51.65,No
Two year,12,24.0,No
Month-to-month,45,100.85,Yes
Month-to-month,39,59.85,No
Two year,71,25.45,No
Two year,71,23.9,No
One year,33,24.15,No
Month-to-month,67,75.7,No
Month-to-month,37,40.2,Yes
Month-to-month,49,84.5,Yes
Month-to-month,9,50.85,No
Two year,52,91.6,No
One year,70,98.9,No
Month-to-month,1,85.0,No
Month-to-month,14,78.95,Yes
Month-to-month,1,44.3,No
Month-to-month,1,20.2,Yes
One year,52,80.2,No
Month-to-month,6,60.9,No
Month-to-month,7,34.2,No
Month-to-month,47,85.2,Yes
One year,26,87.15,No
Month-to-month,25,54.3,No
Two year,69,19.1,No
Two year,72,112.75,No
Month-to-month,4,19.95,No
Two year,59,19.5,No
Two year,67,65.55,No
Month-to-month,26,78.8,No
One year,27,78.2,No
Two year,72,105.25,No
Month-to-month,6,89.25,No
Two year,62,20.65,No
One year,20,68.7,No
Month-to-month,6,78.65,No
Two year,51,24.75,No
Two year,61,19.75,No
Month-to-month,62,89.1,No
Two year,72,84.7,No
Month-to-month,13,98.0,Yes
Month-to-month,5,94.45,Yes
Month-to-month,3,105.0,Yes
Month-to-month,26,93.85,Yes
Month-to-month,13,59.9,No
Two year,38,19.95,No
Month-to-month,8,84.0,Yes
Month-to-month,34,108.9,No
Month-to-month,18,33.6,No
One year,56,85.85,No
Month-to-month,36,34.85,No
Month-to-month,9,48.75,Yes
Month-to-month,1,84.85,Yes
Month-to-month,12,56.65,Yes
Month-to-month,57,95.3,No
One year,42,73.9,Yes
Two year,33,24.5,Yes
Two year,70,84.6,No
Month-to-month,68,44.95,No
Month-to-month,1,24.7,No
Month-to-month,37,100.3,No
Month-to-month,4,25.45,No
Month-to-month,1,50.7,No
Month-to-month,20,55.0,No
Two year,72,68.4,No
Month-to-month,31,89.9,Yes
Month-to-month,18,78.55,Yes
Month-to-month,11,55.05,No
Two year,33,19.8,No
One year,62,84.45,No
Month-to-month,1,35.9,No
Month-to-month,16,80.75,No
One year,22,78.65,No
Month-to-month,49,61.75,No
One year,36,63.7,No
Month-to-month,42,99.45,Yes
Month-to-month,4,25.2,Yes
One year,12,74.05,Yes
Month-to-month,31,87.6,No
Month-to-month,5,89.15,No
Two year,66,20.0,No
Month-to-month,15,55.0,Yes
Two year,64,104.4,No
Month-to-month,10,20.05,No
Month-to-month,7,89.75,Yes
Month-to-month,29,34.3,No
Two year,57,20.65,No
Month-to-month,46,84.25,No
Two year,53,19.65,No
One year,17,79.85,No
Two year,38,20.2,No
One year,15,19.8,No
Month-to-month,22,50.35,No
Month-to-month,14,85.15,Yes
One year,57,74.6,No
Month-to-month,11,79.15,No
Two year,1,20.35,No
Two year,12,21.05,No
Month-to-month,3,94.6,Yes
Month-to-month,36,94.7,No
Month-to-month,16,94.25,Yes
One year,65,72.45,Yes
Month-to-month,2,74.95,No
Month-to-month,42,105.2,Yes
Two year,72,111.95,No
Two year,62,19.85,No
Month-to-month,6,89.75,No
Two year,48,20.05,No
Two year,35,108.95,No
One year,52,19.65,No
Month-to-month,1,24.9,No
